,time,S,I,R
1477,53.17731773177318,0.9968269977537352,0.0023625305728485683,0.0008104716734162581
1478,53.21332133213321,0.9968103352852736,0.0023749288383330784,0.0008147358763932845
1479,53.24932493249325,0.9967935856474839,0.0023873918930161567,0.000819022459499915
1480,53.285328532853285,0.9967767483887525,0.0023999200718234142,0.0008233315394240401
1481,53.321332133213325,0.9967598230552431,0.0024125137113226425,0.0008276632334341559
1482,53.35733573357336,0.9967428091908888,0.00242517314972975,0.0008320176593815024
1483,53.3933393339334,0.996725706337383,0.0024378987269147393,0.0008363949357022149
1484,53.42934293429343,0.9967085140341728,0.002450690784407645,0.0008407951814194623
1485,53.46534653465347,0.9966912318184499,0.00246354966540451,0.0008452185161455987
1486,53.5013501350135,0.9966738592251424,0.0024764757147733205,0.0008496650600843012
1487,53.537353735373536,0.9966563957869072,0.002489469279059985,0.0008541349340327213
1488,53.573357335733576,0.996638841034122,0.002502530706494279,0.0008586282593836265
1489,53.60936093609361,0.9966211944948766,0.002515660346995797,0.0008631451581275431
1490,53.64536453645365,0.9966034556949651,0.002528858552179927,0.000867685752854907
1491,53.68136813681368,0.996585624157878,0.0025421256753637845,0.0008722501667582014
1492,53.71737173717372,0.9965676994047937,0.002555462071572195,0.000876838523634109
1493,53.753375337533754,0.9965496809545707,0.002568868097543625,0.0008814509478856494
1494,53.789378937893794,0.9965315683237395,0.0025823441117361623,0.0008860875645243316
1495,53.82538253825383,0.9965133610264942,0.0025958904743334527,0.0008907484991722913
1496,53.86138613861386,0.9964950585746849,0.002609507547250673,0.0008954338780644419
1497,53.8973897389739,0.9964766604778089,0.0026231956941404825,0.0009001438280506174
1498,53.93339333933393,0.9964581662430033,0.0026369552803989695,0.0009048784765977136
1499,53.96939693969397,0.9964395753750365,0.00265078667317163,0.0009096379517918403
1500,54.005400540054005,0.9964208873763002,0.0026646902413592992,0.0009144223823404579
1501,54.041404140414045,0.9964021017468013,0.0026786663556241336,0.0009192318975745303
1502,54.07740774077408,0.9963832179841537,0.002692715388395544,0.0009240666274506621
1503,54.11341134113412,0.9963642355835706,0.0027068377138761758,0.0009289267025532511
1504,54.14941494149415,0.9963451540378555,0.002721033708047842,0.0009338122540966253
1505,54.18541854185419,0.9963259728257209,0.0027353037570778337,0.0009387234172013152
1506,54.22142214221422,0.9963066913818863,0.0027496482788340187,0.0009436603392796247
1507,54.257425742574256,0.9962873091809228,0.002764067662555685,0.0009486231565215032
1508,54.293429342934296,0.9962678257006523,0.002778562295188846,0.0009536120041588439
1509,54.32943294329433,0.9962482404162822,0.002793132565607259,0.0009586270181104939
1510,54.36543654365437,0.996228552800395,0.002807778864619918,0.0009636683349849974
1511,54.4014401440144,0.9962087623229382,0.002822501584978502,0.0009687360920833232
1512,54.43744374437444,0.9961888684512135,0.0028373011213848735,0.0009738304274016084
1513,54.473447344734474,0.9961688706498676,0.002852177870498527,0.0009789514796338871
1514,54.509450945094514,0.9961487683808811,0.002867132230944088,0.0009840993881748339
1515,54.54545454545455,0.9961285611035587,0.0028821646033187604,0.0009892742931224912
1516,54.58145814581458,0.9961082482745192,0.002897275390199821,0.0009944763352810128
1517,54.61746174617462,0.9960878293476845,0.0029124649961520853,0.0009997056561633967
1518,54.65346534653465,0.9960673037742704,0.0029277338277353703,0.0010049623979942177
1519,54.68946894689469,0.9960466710027757,0.002943082293511989,0.0010102467037123705
1520,54.725472547254725,0.996025930478972,0.0029585108040542005,0.0010155587169737976
1521,54.761476147614765,0.9960050816458941,0.002974019771951707,0.0010208985821542334
1522,54.7974797479748,0.995984123943829,0.002989609611819102,0.0010262664443519308
1523,54.83348334833484,0.9959630568103062,0.0030052807403033693,0.0010316624493904073
1524,54.86948694869487,0.9959418796800875,0.0030210335760913315,0.0010370867438211709
1525,54.90549054905491,0.9959205919851564,0.003036868539917147,0.0010425394749264654
1526,54.94149414941494,0.9958991931547082,0.0030527860545697593,0.0010480207907219972
1527,54.977497749774976,0.9958776826151399,0.0030687865449003926,0.0010535308399596784
1528,55.013501350135016,0.9958560597900397,0.003084870437830015,0.0010590697721303609
1529,55.04950495049505,0.9958343241001766,0.003101038162356801,0.0010646377374665672
1530,55.08550855085509,0.9958124749634911,0.003117290149563631,0.0010702348869452356
1531,55.12151215121512,0.995790511795084,0.003133626832625534,0.0010758613722904454
